time,Vlvs,plvs,parts,pvens,qarts,qvens,qpers
0.0,4.396523583037838e-05,0.0,11500.000063381427,1947.5579376418104,0.0,0.0009737789688209059,7.960368438116347e-05
2.0,4.59127937680202e-05,50.481797104555035,11493.631768630934,1944.5773533603447,0.0,0.0009470477781278945,7.957545346058825e-05
4.0,4.7806889324276014e-05,96.47899354079443,11487.265732354084,1941.6857789447868,0.0,0.0009226033927019965,7.954649961174415e-05
6.0,4.9652096109680034e-05,138.97371042043355,11480.902012385144,1938.8755893011523,0.0,0.0008999509394403602,7.951688685903328e-05
8.0,5.145199798856076e-05,178.6993501334165,11474.540661436422,1936.1408091258813,0.0,0.0008787207294962323,7.948666543592119e-05
10.0,5.320943944755324e-05,216.21605919920236,11468.181728201549,1933.4766955790135,0.0,0.0008586303181899054,7.945587527185446e-05
12.0,5.4926700083933054e-05,251.95984512514553,11461.825258179799,1930.8794474359534,0.0,0.000839459801155404,7.942454842286537e-05
14.0,5.6605619686243865e-05,286.2755149747049,11455.471294305971,1928.3459965935117,0.0,0.0008210352408094039,7.93927108142705e-05
16.0,5.824769016786268e-05,319.4393407910317,11449.11987744083,1925.8738548268611,0.0,0.0008032172570179146,7.936038352178308e-05
18.0,5.9854124681898506e-05,351.67501207062895,11442.771046759086,1923.4609985818745,0.0,0.0007858929932556224,7.93275837348101e-05
20.0,6.142591066840976e-05,383.16509154405543,11436.424840060301,1921.1057805501382,0.0,0.0007689703445030413,7.929432549591802e-05
22.0,6.296385135741584e-05,414.0593926794876,11430.081294020625,1918.806860486781,0.0,0.0007523737339036469,7.92606202794487e-05
24.0,6.446859882522314e-05,444.4812090247856,11423.74044439827,1916.5631501080338,0.0,0.0007360409705416242,7.922647745241866e-05
26.0,6.594068076630637e-05,474.5320186220246,11417.402326202076,1914.3737684644027,0.0,0.0007199208749211889,7.919190464781396e-05
28.0,6.738052251614875e-05,504.2950893310984,11411.066973830251,1912.238005230159,0.0,0.0007039714579495304,7.915690807166743e-05
30.0,6.878846543204782e-05,533.838281288454,11404.734421184517,1910.1552900638992,0.0,0.0006881585043877229,7.912149275933849e-05
32.0,7.016478244082326e-05,563.2162560372035,11398.40470176377,1908.1251666918045,0.0,0.0006724544553273001,7.908566279226638e-05
34.0,7.150969135147787e-05,592.4722428893314,11392.077848740382,1906.1472707166874,0.0,0.0006568375139136776,7.904942148353078e-05
36.0,7.282336637930522e-05,621.6394723114167,11385.753895021697,1904.2213104085877,0.0,0.0006412909190485855,7.901277153844259e-05
38.0,7.410594821740239e-05,650.7423574997692,11379.432873298621,1902.347049916887,0.0,0.0006258023462085591,7.897571519484778e-05
40.0,7.535755290981951e-05,679.7974848968339,11373.114816083033,1900.524294480175,0.0,0.0006103634047916709,7.893825434669049e-05
42.0,7.657827971940286e-05,708.8144596087446,11366.799755735294,1898.7528773120246,0.0,0.0005949692088516394,7.890039065352725e-05
44.0,7.776821813710612e-05,737.7966407863871,11360.487724483011,1897.0326479180308,0.0,0.000579618003565822,7.886212563804149e-05
46.0,7.892745414423777e-05,766.7417938633805,11354.178754431969,1895.363461658272,0.0,0.0005643108338974459,7.882346077311414e-05
48.0,8.005607581203266e-05,795.6426803095969,11347.87287757012,1893.7451704145237,0.0,0.0005490512450524633,7.878439755962997e-05
